strategy,sharpe,bootstrap_ci_lower,bootstrap_ci_upper,hac_se,hac_ci_lower,hac_ci_upper
binary_regime,0.6617024944979928,0.252836777298869,1.1564401451426216,0.22725212950320264,0.21637609708577793,1.1072044447383322
proportional_regime,0.6319445992457046,0.22618600323699814,1.1124928065661521,0.22669621561337666,0.1877038456017706,1.0763530108062072
vol_targeted,0.5233513287254193,0.06835619819265658,1.012852436817294,0.2468175230101805,0.03965956847017599,1.0071842586700837
regime_momentum,0.5252801879955808,0.09140183097951111,0.9899074867470792,0.22895398392607197,0.07660005917021595,0.974099676160418
regime_vol_targeted,0.6316275383498402,0.1669116926082115,1.1062163144862456,0.24052951746991194,0.1602748722592237,1.1031505807412785
buy_and_hold,0.5544392506100004,0.1308022239915415,1.091931562322557,0.21973690637038024,0.12382844230561446,0.985197115277505
sma_200,0.6405945644071782,0.1287550772028349,1.167684257542539,0.2537306050245593,0.1433675324171712,1.1379915041134436
vix_20,0.48614189902109584,-0.008154470726134023,0.9934927310163003,0.255112941990269,-0.013814996501877952,0.9862277360999767
vol_managed,0.6620110679533864,0.23171861438320357,1.1713602965364094,0.2414496604990982,0.18885901937838595,1.1353416885348508
