total_missed_gains,total_avoided_losses,net_value_of_defensiveness,avg_daily_position,pct_days_underweight,avg_underweight_when_defensive,annualized_carry_cost,annualized_avoided_loss
9.571934762333273,9.08361495738215,-0.48831980495112326,0.48709549071618036,0.89973474801061,0.5700619103773585,0.6398216339808978,0.6071806284510084
